"trainerID","itemID","obtention_method","date_time"
"20","294","GIFTED","Sun May 26 17:46:44 CEST 2002"
"20","524","HARVESTED","Thu Oct 25 23:03:34 CEST 2012"
"20","189","FOUND","Fri Apr 11 18:08:28 CEST 1997"
"20","235","FOUND","Sat Jul 01 03:35:13 CEST 2017"
"20","388","HARVESTED","Mon Feb 06 06:33:19 CET 2023"
"20","333","HARVESTED","Sun Mar 02 19:38:54 CET 2003"
"20","43","GIFTED","Thu Jun 02 15:32:27 CEST 2016"
"20","251","REWARD","Mon May 01 02:21:46 CEST 2006"
"20","33","FOUND","Tue Jul 15 05:44:09 CEST 2008"
"20","376","GIFTED","Sun Sep 06 13:25:12 CEST 2020"
"20","160","FOUND","Wed Mar 09 10:44:43 CET 2005"
"20","74","HARVESTED","Sun Jun 15 05:10:11 CEST 2003"
"20","82","HARVESTED","Sun Jun 16 04:20:26 CEST 2019"
"20","379","FOUND","Fri Jul 29 05:22:44 CEST 2016"
"20","42","FOUND","Sun May 20 00:51:54 CEST 2007"
"20","123","HARVESTED","Mon Dec 07 15:56:35 CET 1998"
"20","131","GIFTED","Thu Dec 12 08:56:43 CET 1996"
"20","106","FOUND","Sun Aug 03 13:24:01 CEST 2008"
"20","364","FOUND","Sat Nov 14 07:21:55 CET 2020"
"20","187","REWARD","Tue Aug 04 05:23:20 CEST 2009"
"20","189","HARVESTED","Sun Aug 08 09:22:28 CEST 2021"
"20","147","HARVESTED","Tue Nov 18 08:20:16 CET 2003"
"20","41","REWARD","Thu Mar 04 23:00:31 CET 2010"
"21","200","GIFTED","Sun Apr 15 17:42:25 CEST 2018"
"21","158","GIFTED","Sat Oct 13 21:49:12 CEST 2018"
"21","8","HARVESTED","Tue Dec 30 11:35:58 CET 2014"
"21","142","GIFTED","Mon Aug 24 09:28:39 CEST 1998"
"21","205","FOUND","Wed Aug 03 19:32:42 CEST 2005"
"21","256","FOUND","Thu Aug 03 04:49:04 CEST 2006"
"21","156","GIFTED","Sun Oct 30 12:45:09 CET 2011"
"21","13","HARVESTED","Wed Jun 03 22:06:02 CEST 2020"
"21","557","FOUND","Sun Mar 07 18:40:39 CET 1999"
"21","429","REWARD","Sat Dec 13 16:48:41 CET 2014"
"21","194","REWARD","Mon Jul 14 03:23:37 CEST 2003"
"21","185","REWARD","Tue Jan 20 17:43:00 CET 2004"
"21","509","HARVESTED","Wed Feb 02 01:32:06 CET 2000"
"21","102","GIFTED","Sun Feb 15 14:13:31 CET 2009"
"21","98","REWARD","Wed May 17 23:44:50 CEST 2017"
"21","233","FOUND","Tue Apr 06 05:20:59 CEST 2010"
"21","237","GIFTED","Mon Oct 08 09:07:55 CEST 2012"
"21","478","GIFTED","Wed Feb 10 13:46:50 CET 2021"
"21","186","FOUND","Mon Sep 28 13:38:47 CEST 2020"
"21","383","FOUND","Sat Jan 25 19:19:43 CET 1997"
"21","155","FOUND","Sat Feb 12 21:29:09 CET 2000"
"21","544","HARVESTED","Sat Dec 21 14:54:49 CET 1996"
"21","32","HARVESTED","Sun Aug 17 16:46:42 CEST 2008"
"22","86","GIFTED","Tue Oct 03 12:39:50 CEST 2006"
"22","486","HARVESTED","Tue Jun 07 23:34:48 CEST 2016"
"22","27","HARVESTED","Tue Feb 18 11:54:29 CET 2020"
"22","293","HARVESTED","Fri Jan 25 03:03:56 CET 2013"
"22","422","REWARD","Mon Jul 20 09:53:16 CEST 2009"
"22","552","HARVESTED","Sat Dec 26 07:06:03 CET 1998"
"22","456","FOUND","Fri Dec 25 03:49:17 CET 2020"
"22","35","HARVESTED","Wed Aug 21 22:35:40 CEST 2013"
"22","156","HARVESTED","Sat Dec 20 06:08:52 CET 2008"
"22","140","HARVESTED","Mon Jun 06 12:05:12 CEST 2016"
"22","117","GIFTED","Thu Feb 24 09:31:34 CET 2005"
"22","420","GIFTED","Mon Jan 05 19:23:37 CET 1998"
"22","307","HARVESTED","Sat Aug 30 03:54:33 CEST 2003"
"22","245","GIFTED","Sat Jun 09 06:54:00 CEST 2001"
