"battleID","pokemon_instanceID","remaining_hp","damage_received","damage_dealt"
"18","10666","0","0","0"
"18","10667","20","0","2"
"18","10668","101","0","101"
"18","4826","0","0","0"
"18","4827","0","0","0"
"18","4828","0","257","161"
"18","4829","0","29","29"
"18","4830","0","84","84"
"18","4831","0","119","178"
"19","2348","126","0","126"
"19","2349","11","100","177"
"19","2350","88","0","88"
"19","2351","11","3","14"
"19","2352","8","3","11"
"19","2353","0","0","0"
"19","8814","0","0","0"
"19","8815","0","95","95"
"19","8816","0","14","26"
"19","8817","0","0","0"
"19","8818","0","49","49"
"19","8819","0","110","110"
"20","6909","0","0","0"
"20","6910","0","0","0"
"20","6911","42","29","71"
"20","6912","44","11","55"
"20","6913","129","0","129"
"20","6914","0","0","0"
"20","11622","0","99","49"
"20","11623","0","56","56"
"20","11624","0","105","0"
"20","11625","0","123","147"
"20","11626","0","7","7"
"20","11627","0","0","0"
"21","12435","69","0","69"
"21","12436","57","39","96"
"21","12437","4","7","5"
"21","12438","62","0","62"
"21","12439","3","0","6"
"21","12440","114","0","68"
"21","10991","0","11","11"
"21","10992","0","21","21"
"21","10993","0","87","87"
"21","10994","0","158","109"
"21","10995","0","111","111"
"21","10996","0","0","0"
"22","1566","0","0","0"
"22","1567","62","0","117"
"22","1568","0","0","0"
"22","1569","62","0","62"
"22","1570","0","0","0"
"22","1571","68","0","68"
"22","10147","0","54","54"
"22","10148","0","73","73"
"22","10149","0","48","48"
"22","10150","0","31","40"
"22","10151","0","0","0"
"22","10152","0","104","104"
"23","5538","0","0","0"
"23","5539","89","0","89"
"23","5540","0","0","0"
"23","5541","0","0","0"
"23","5542","175","0","280"
"23","5543","5","0","5"
"23","1119","0","50","90"
"23","1120","0","7","7"
"23","1121","0","11","11"
"23","1122","0","67","26"
"23","1123","0","5","8"
"23","1124","0","0","0"
"24","8354","0","127","127"
"24","8355","62","63","225"
"24","8356","98","0","98"
"24","8357","87","0","87"
"24","8358","83","0","83"
"24","8359","8","0","8"
"24","7513","0","358","128"
"24","7514","0","69","41"
"24","7515","0","88","26"
"24","7516","0","128","61"
"24","7517","0","19","36"
"24","7518","0","0","0"
"25","10496","11","18","29"
"25","10497","96","28","134"
"25","10498","136","0","136"
"25","10499","120","192","108"
"25","10500","14","0","12"
"25","10501","0","0","0"
"25","7268","0","0","0"
"25","7269","0","104","104"
"25","7270","0","60","60"
"25","7271","0","182","63"
"25","7272","0","76","106"
"25","7273","0","36","57"
"26","9190","66","0","66"
"26","9191","0","0","0"
"26","9192","56","14","70"
"26","9193","136","34","170"
"26","9194","0","0","0"
"26","9195","122","0","122"
"26","13633","0","0","0"
"26","13634","0","95","95"
"26","13635","0","23","23"
"26","13636","0","118","91"
"26","13637","0","72","38"
"26","13638","0","0","0"
"27","8126","0","0","0"
"27","8127","0","0","0"
"27","8128","0","0","0"
"27","8129","0","0","0"
"27","8130","110","0","110"
"27","8131","0","0","0"
"27","130","0","19","19"
"27","131","0","0","0"
"27","132","0","16","16"
"27","133","0","0","0"
"27","134","0","23","23"
"27","135","0","22","22"
"28","86","7","7","14"
"28","87","7","0","4"
"28","88","0","0","0"
"28","89","0","0","0"
"28","90","28","0","28"
"28","91","22","0","22"
"28","8660","0","110","110"
"28","8661","0","0","0"
"28","8662","0","0","0"
"28","8663","0","0","0"
"28","8664","0","0","0"
"28","8665","0","0","0"
"29","5102","0","0","0"
"29","5103","112","13","125"
"29","5104","71","0","71"
"29","5105","21","49","70"
"29","5106","12","115","127"
"29","5107","6","1","7"
"29","9460","0","153","153"
"29","9461","0","38","38"
"29","9462","0","125","125"
"29","9463","0","91","91"
"29","9464","0","46","46"
"29","9465","0","33","33"
"30","11922","16","24","40"
"30","11923","128","0","128"
"30","11924","20","83","113"
"30","11925","40","0","40"
"30","11926","0","0","0"
"30","11927","197","0","98"
"30","5598","0","0","0"
"30","5599","0","5","5"
"30","5600","0","119","25"
"30","5601","0","10","10"
"30","5602","0","0","0"
"30","5603","0","0","0"
"31","9430","17","17","44"
"31","9431","4","43","47"
"31","9432","0","0","0"
"31","9433","0","0","0"
"31","9434","34","15","49"
"31","9435","77","0","77"
"31","8876","0","0","0"
"31","8877","0","49","49"
"31","8878","0","9","13"
"31","8879","0","9","9"
"31","8880","0","16","16"
"31","8881","0","94","94"
"32","4102","178","0","178"
"32","4103","6","0","3"
"32","4104","0","0","0"
"32","4105","0","0","0"
"32","4106","130","0","130"
"32","4107","40","62","102"
"32","120","0","6","6"
"32","121","0","26","26"
"32","122","0","19","19"
"32","123","0","18","18"
"32","124","0","0","0"
"32","125","0","0","0"
"33","3128","0","0","0"
"33","3129","0","0","0"
"33","3130","0","0","0"
"33","3131","122","0","122"
"33","3132","27","64","91"
"33","3133","11","46","57"
"33","3319","0","107","107"
"33","3320","0","91","91"
"33","3321","0","110","99"
"33","3322","0","0","0"
"33","3323","0","0","0"
"33","3324","0","81","81"
"34","9110","0","0","0"
"34","9111","28","8","36"
"34","9112","68","0","68"
"34","9113","49","0","24"
"34","9114","0","0","0"
"34","9115","15","4","13"
"34","9203","0","100","100"
"34","9204","0","97","106"
"34","9205","0","73","73"
"34","9206","0","61","61"
"34","9207","0","39","39"
"34","9208","0","92","92"
"35","12835","7","5","3"
"35","12836","20","82","81"
"35","12837","89","0","26"
"35","12838","7","28","35"
"35","12839","124","0","12"
"35","12840","46","20","66"
"35","12312","0","67","127"
"35","12313","0","40","40"
"35","12314","0","0","0"
"35","12315","0","31","31"
"35","12316","0","0","0"
"35","12317","0","39","39"
"36","6767","41","62","30"
"36","6768","67","46","56"
"36","6769","239","0","47"
"36","6770","2","5","7"
"36","6771","182","0","182"
"36","6772","78","0","78"
"36","3850","0","104","135"
"36","3851","0","56","56"
"36","3852","0","0","0"
"36","3853","0","91","91"
"36","3854","0","119","92"
"36","3855","0","95","104"
"37","5494","53","0","53"
"37","5495","17","0","17"
"37","5496","77","0","77"
"37","5497","78","0","31"
"37","5498","66","0","66"
"37","5499","0","0","0"
"37","11747","0","0","0"
"37","11748","0","0","0"
"37","11749","0","171","136"
"37","11750","0","0","0"
"37","11751","0","0","0"
"37","11752","0","0","0"
"38","3634","96","0","115"
"38","3635","45","46","100"
"38","3636","2","0","2"
"38","3637","0","0","0"
"38","3638","67","0","67"
"38","3639","43","0","43"
"38","5215","0","96","38"
"38","5216","0","0","0"
"38","5217","0","55","22"
"38","5218","0","46","46"
"38","5219","0","0","0"
"38","5220","0","153","73"
"39","2510","59","60","119"
"39","2511","0","0","0"
"39","2512","20","84","104"
"39","2513","28","0","28"
"39","2514","86","0","86"
"39","2515","226","0","90"
"39","5318","0","112","156"
"39","5319","0","30","30"
"39","5320","0","0","0"
"39","5321","0","46","46"
"39","5322","0","0","0"
"39","5323","0","0","0"
"40","2554","0","0","0"
"40","2555","99","67","166"
"40","2556","74","19","93"
"40","2557","57","0","91"
"40","2558","7","72","79"
"40","2559","0","0","0"
"40","8096","0","104","197"
"40","8097","0","54","54"
"40","8098","0","0","0"
"40","8099","0","0","0"
"40","8100","0","4","4"
"40","8101","0","0","0"
"41","13200","0","0","0"
"41","13201","38","39","77"
"41","13202","0","0","0"
"41","13203","11","12","18"
"41","13204","0","306","118"
"41","13205","0","0","0"
"41","3839","0","431","862"
"41","3840","0","123","123"
"41","3841","0","34","27"
"41","3842","0","139","139"
"41","3843","0","0","0"
"41","3844","0","0","0"
"42","7584","0","0","0"
"42","7585","0","0","0"
"42","7586","6","57","63"
"42","7587","0","0","0"
"42","7588","113","0","113"
"42","7589","0","0","0"
"42","8814","0","0","0"
"42","8815","0","95","66"
"42","8816","0","14","23"
"42","8817","0","0","0"
"42","8818","0","49","49"
"42","8819","0","110","22"
"43","6805","22","0","22"
"43","6806","35","9","44"
"43","6807","76","0","129"
"43","6808","27","0","27"
"43","6809","0","0","0"
"43","6810","0","0","0"
"43","1314","0","25","21"
"43","1315","0","60","24"
"43","1316","0","71","7"
"43","1317","0","39","39"
"43","1318","0","103","103"
"43","1319","0","60","60"
"44","3798","0","0","0"
"44","3799","0","0","0"
"44","3800","0","0","0"
"44","3801","0","0","0"
"44","3802","53","80","133"
"44","3803","74","0","74"
"44","10947","0","112","190"
"44","10948","0","0","0"
"44","10949","0","27","10"
"44","10950","0","58","58"
"44","10951","0","82","82"
"44","10952","0","0","0"
"45","425","0","0","0"
"45","426","0","0","0"
"45","427","0","0","0"
"45","428","20","0","24"
"45","429","1","12","13"
"45","430","11","0","11"
"45","8159","0","25","25"
"45","8160","0","257","257"
"45","8161","0","0","0"
"45","8162","0","104","104"
"45","8163","0","142","142"
"45","8164","0","0","0"
"46","10197","10","0","10"
"46","10198","0","0","0"
"46","10199","98","0","98"
"46","10200","0","0","0"
"46","10201","43","0","43"
"46","10202","118","0","118"
"46","1622","0","88","88"
"46","1623","0","0","0"
"46","1624","0","0","0"
"46","1625","0","11","11"
"46","1626","0","52","52"
"46","1627","0","64","12"
"47","1610","65","123","117"
"47","1611","16","0","11"
"47","1612","36","16","72"
"47","1613","5","0","5"
"47","1614","0","0","0"
"47","1615","33","0","33"
"47","263","0","5","5"
"47","264","0","5","5"
"47","265","0","18","18"
"47","266","0","0","0"
"47","267","0","5","5"
"47","268","0","0","0"
"48","10426","65","0","65"
"48","10427","136","0","13"
"48","10428","0","0","0"
"48","10429","68","0","68"
"48","10430","21","85","106"
"48","10431","76","51","127"
"48","4937","0","0","0"
"48","4938","0","3","3"
"48","4939","0","0","0"
"48","4940","0","0","0"
"48","4941","0","348","134"
"48","4942","0","130","130"
"49","11348","54","55","78"
"49","11349","64","43","107"
"49","11350","37","0","37"
"49","11351","106","0","106"
"49","11352","0","0","0"
"49","11353","0","0","0"
"49","3404","0","0","0"
"49","3405","0","103","103"
"49","3406","0","0","0"
"49","3407","0","10","10"
"49","3408","0","194","194"
"49","3409","0","125","12"
"50","9190","26","40","66"
"50","9191","0","0","0"
"50","9192","70","0","70"
"50","9193","102","68","170"
"50","9194","0","0","0"
"50","9195","109","13","122"
"50","11669","0","0","0"
"50","11670","0","0","0"
"50","11671","0","141","141"
"50","11672","0","0","0"
"50","11673","0","122","24"
"50","11674","0","59","59"
"51","2241","26","106","132"
"51","2242","57","0","85"
"51","2243","13","0","13"
"51","2244","35","54","97"
"51","2245","0","0","0"
"51","2246","0","0","0"
"51","1398","0","0","0"
"51","1399","0","0","0"
"51","1400","0","71","71"
"51","1401","0","214","74"
"51","1402","0","0","0"
"51","1403","0","0","0"
"52","2692","0","0","0"
"52","2693","45","6","30"
"52","2694","33","9","42"
"52","2695","0","246","164"
"52","2696","126","0","126"
"52","2697","18","44","6"
"52","612","0","39","39"
"52","613","0","4","4"
"52","614","0","70","70"
"52","615","0","50","50"
"52","616","0","0","0"
"52","617","0","40","56"
"53","13388","0","0","0"
"53","13389","0","0","0"
"53","13390","86","0","86"
"53","13391","0","0","0"
"53","13392","3","8","11"
"53","13393","179","45","224"
"53","13072","0","94","94"
"53","13073","0","0","0"
"53","13074","0","111","177"
"53","13075","0","143","228"
"53","13076","0","92","92"
"53","13077","0","0","0"
"54","1231","36","36","72"
"54","1232","27","42","69"
"54","1233","54","70","54"
"54","1234","72","0","72"
"54","1235","0","0","0"
"54","1236","27","64","91"
"54","4311","0","0","0"
"54","4312","0","134","134"
"54","4313","0","141","141"
"54","4314","0","86","86"
"54","4315","0","67","67"
"54","4316","0","124","124"
"55","3891","127","0","215"
"55","3892","0","0","0"
"55","3893","0","69","69"
"55","3894","12","19","31"
"55","3895","89","0","89"
"55","3896","15","62","77"
"55","6625","0","0","0"
"55","6626","0","25","27"
"55","6627","0","0","0"
"55","6628","0","0","0"
"55","6629","0","82","82"
"55","6630","0","90","90"
"56","10460","16","38","43"
"56","10461","106","106","106"
"56","10462","46","32","78"
"56","10463","20","31","51"
"56","10464","0","0","0"
"56","10465","98","0","98"
"56","10394","0","0","0"
"56","10395","0","0","0"
"56","10396","0","98","98"
"56","10397","0","0","0"
"56","10398","0","0","0"
"56","10399","0","21","21"
"57","11452","96","0","96"
"57","11453","96","0","9"
"57","11454","128","0","51"
"57","11455","0","0","0"
"57","11456","0","0","0"
"57","11457","0","0","0"
"57","2590","0","37","37"
"57","2591","0","115","161"
"57","2592","0","59","59"
"57","2593","0","0","0"
"57","2594","0","31","31"
"57","2595","0","0","0"
"58","9759","126","32","158"
"58","9760","117","13","130"
"58","9761","32","0","32"
"58","9762","0","0","0"
"58","9763","0","0","0"
"58","9764","0","0","0"
"58","8513","0","0","0"
"58","8514","0","64","64"
"58","8515","0","88","88"
"58","8516","0","0","0"
"58","8517","0","0","0"
"58","8518","0","40","76"
"59","3436","130","0","130"
"59","3437","80","0","80"
"59","3438","18","28","55"
"59","3439","65","0","65"
"59","3440","0","0","0"
"59","3441","98","0","147"
"59","4882","0","94","94"
"59","4883","0","91","91"
"59","4884","0","130","130"
"59","4885","0","227","68"
"59","4886","0","76","76"
"59","4887","0","36","36"
"60","1355","0","0","0"
"60","1356","0","0","0"
"60","1357","47","0","9"
"60","1358","7","1","0"
"60","1359","88","0","88"
"60","1360","4","42","46"
"60","1314","0","63","21"
"60","1315","0","60","54"
"60","1316","0","71","71"
"60","1317","0","39","39"
"60","1318","0","103","154"
"60","1319","0","60","102"
"61","12619","0","0","0"
"61","12620","0","0","0"
"61","12621","0","0","0"
"61","12622","70","0","7"
"61","12623","0","0","0"
"61","12624","0","0","0"
"61","784","0","84","84"
"61","785","0","40","47"
"61","786","0","0","0"
"61","787","0","0","0"
"61","788","0","0","0"
"61","789","0","24","24"
"62","5766","80","0","96"
"62","5767","0","0","0"
"62","5768","132","0","132"
"62","5769","42","0","42"
"62","5770","6","3","9"
"62","5771","187","0","187"
"62","11882","0","67","67"
"62","11883","0","134","134"
"62","11884","0","0","0"
"62","11885","0","90","90"
"62","11886","0","137","137"
"62","11887","0","105","21"
"63","9349","31","75","106"
"63","9350","141","0","141"
"63","9351","0","0","0"
"63","9352","84","33","84"
"63","9353","0","0","0"
"63","9354","103","0","103"
"63","11944","0","88","88"
"63","11945","0","0","0"
"63","11946","0","0","0"
"63","11947","0","78","23"
"63","11948","0","93","93"
"63","11949","0","140","140"
"64","10460","54","0","54"
"64","10461","42","148","106"
"64","10462","78","0","93"
"64","10463","15","36","51"
"64","10464","0","0","0"
"64","10465","98","0","98"
"64","425","0","0","0"
"64","426","0","0","0"
"64","427","0","0","0"
"64","428","0","20","20"
"64","429","0","13","13"
"64","430","0","11","11"
"65","13300","0","0","0"
"65","13301","103","0","164"
"65","13302","19","45","57"
"65","13303","101","0","101"
"65","13304","20","0","20"
"65","13305","37","0","0"
"65","612","0","39","39"
"65","613","0","4","4"
"65","614","0","70","70"
"65","615","0","50","55"
"65","616","0","0","0"
"65","617","0","40","40"
"66","8108","136","0","68"
"66","8109","49","0","49"
"66","8110","56","25","81"
"66","8111","0","0","0"
"66","8112","198","22","308"
"66","8113","0","0","0"
"66","6312","0","0","0"
"66","6313","0","0","0"
"66","6314","0","113","113"
"66","6315","0","122","122"
"66","6316","0","71","71"
"66","6317","0","0","0"
"67","6051","12","252","126"
"67","6052","0","0","0"
"67","6053","81","0","81"
"67","6054","59","0","59"
"67","6055","86","0","86"
"67","6056","113","0","113"
"67","8424","0","0","0"
"67","8425","0","0","0"
"67","8426","0","0","0"
"67","8427","0","0","0"
"67","8428","0","76","76"
"67","8429","0","17","17"
"68","11579","2","0","2"
"68","11580","0","24","24"
"68","11581","32","0","32"
"68","11582","35","36","120"
"68","11583","0","0","0"
"68","11584","150","0","45"
"68","7756","0","0","0"
"68","7757","0","0","0"
"68","7758","0","105","105"
"68","7759","0","0","0"
"68","7760","0","70","126"
"68","7761","0","0","0"
"69","11452","48","48","96"
"69","11453","96","0","105"
"69","11454","76","52","128"
"69","11455","0","0","0"
"69","11456","0","0","0"
"69","11457","0","0","0"
"69","2368","0","20","20"
"69","2369","0","79","0"
"69","2370","0","0","0"
"69","2371","0","232","46"
"69","2372","0","53","10"
"69","2373","0","44","44"
"70","10629","10","0","1"
"70","10630","0","0","0"
"70","10631","102","0","102"
"70","10632","98","196","98"
"70","10633","0","0","0"
"70","10634","6","14","20"
"70","12312","0","67","67"
"70","12313","0","40","40"
"70","12314","0","0","0"
"70","12315","0","31","31"
"70","12316","0","0","0"
"70","12317","0","39","39"
"71","13182","16","38","54"
"71","13183","0","0","0"
"71","13184","49","0","49"
"71","13185","0","0","0"
"71","13186","0","34","23"
"71","13187","37","25","24"
"71","11348","0","124","78"
"71","11349","0","107","107"
"71","11350","0","37","37"
"71","11351","0","106","106"
"71","11352","0","0","0"
"71","11353","0","0","0"
"72","2182","97","0","19"
"72","2183","1","13","14"
"72","2184","0","0","0"
"72","2185","12","29","41"
"72","2186","0","1","1"
"72","2187","1","0","1"
"72","912","0","0","0"
"72","913","0","62","62"
"72","914","0","12","12"
"72","915","0","107","107"
"72","916","0","130","130"
"72","917","0","0","0"
"73","3505","0","0","0"
"73","3506","90","0","171"
"73","3507","0","0","0"
"73","3508","0","0","0"
"73","3509","0","0","0"
"73","3510","0","0","0"
"73","6590","0","60","72"
"73","6591","0","166","166"
"73","6592","0","0","0"
"73","6593","0","21","16"
"73","6594","0","0","0"
"73","6595","0","0","0"
"74","13388","0","0","0"
"74","13389","0","0","0"
"74","13390","86","0","172"
"74","13391","0","0","0"
"74","13392","11","0","11"
"74","13393","179","45","224"
"74","9883","0","96","96"
"74","9884","0","0","0"
"74","9885","0","29","29"
"74","9886","0","98","107"
"74","9887","0","0","0"
"74","9888","0","133","133"
"75","6385","0","83","83"
"75","6386","0","0","0"
"75","6387","0","0","0"
"75","6388","0","0","0"
"75","6389","0","0","0"
"75","6390","0","0","0"
"75","2193","0","78","0"
"75","2194","0","0","0"
"75","2195","0","0","0"
"75","2196","0","0","0"
"75","2197","0","0","0"
"75","2198","0","146","146"
"76","5046","0","52","10"
"76","5047","0","0","0"
"76","5048","148","0","148"
"76","5049","0","0","0"
"76","5050","43","0","30"
"76","5051","52","14","59"
"76","12641","0","0","0"
"76","12642","0","0","0"
"76","12643","0","99","198"
"76","12644","0","86","43"
"76","12645","0","155","155"
"76","12646","0","95","9"
"77","5598","0","0","0"
"77","5599","5","0","2"
"77","5600","85","17","76"
"77","5601","10","0","10"
"77","5602","0","0","0"
"77","5603","0","0","0"
"77","6021","0","46","46"
"77","6022","0","79","29"
"77","6023","0","98","137"
"77","6024","0","3","3"
"77","6025","0","40","40"
"77","6026","0","135","13"
"78","510","12","0","14"
"78","511","2","6","8"
"78","512","0","0","0"
"78","513","22","6","28"
"78","514","0","0","0"
"78","515","19","0","19"
"78","11137","0","15","15"
"78","11138","0","43","43"
"78","11139","0","81","81"
"78","11140","0","57","57"
"78","11141","0","0","0"
"78","11142","0","0","0"
"79","7957","0","0","0"
"79","7958","14","0","5"
"79","7959","0","0","0"
"79","7960","0","0","0"
"79","7961","4","0","0"
"79","7962","27","88","46"
"79","2330","0","11","11"
"79","2331","0","119","226"
"79","2332","0","59","59"
"79","2333","0","93","93"
"79","2334","0","63","75"
"79","2335","0","38","38"
"80","3000","21","0","21"
"80","3001","99","0","99"
"80","3002","87","0","174"
"80","3003","0","0","0"
"80","3004","0","0","0"
"80","3005","0","0","0"
"80","2442","0","34","34"
"80","2443","0","35","24"
"80","2444","0","69","131"
"80","2445","0","53","100"
"80","2446","0","66","66"
"80","2447","0","0","0"
"81","7484","13","123","65"
"81","7485","3","29","19"
"81","7486","158","0","142"
"81","7487","91","0","91"
"81","7488","6","0","2"
"81","7489","89","0","8"
"81","5891","0","101","70"
"81","5892","0","103","72"
"81","5893","0","7","7"
"81","5894","0","2","2"
"81","5895","0","110","198"
"81","5896","0","28","28"
"82","7675","45","70","40"
"82","7676","62","0","12"
"82","7677","33","50","0"
"82","7678","0","104","104"
"82","7679","4","0","4"
"82","7680","101","0","80"
"82","10147","0","54","54"
"82","10148","0","73","73"
"82","10149","0","48","48"
"82","10150","0","31","31"
"82","10151","0","0","0"
"82","10152","0","104","104"
"83","11291","80","0","80"
"83","11292","54","0","54"
"83","11293","224","0","224"
"83","11294","0","0","0"
"83","11295","62","0","62"
"83","11296","0","0","0"
"83","12535","0","92","92"
"83","12536","0","65","65"
"83","12537","0","64","64"
"83","12538","0","10","12"
"83","12539","0","7","7"
"83","12540","0","0","0"
"84","10720","120","0","192"
"84","10721","23","36","53"
"84","10722","0","0","0"
"84","10723","10","0","10"
"84","10724","0","0","0"
"84","10725","12","18","30"
"84","2756","0","155","82"
"84","2757","0","0","0"
"84","2758","0","101","101"
"84","2759","0","4","0"
"84","2760","0","19","19"
"84","2761","0","0","0"
"85","9605","112","0","112"
"85","9606","239","0","239"
"85","9607","42","28","70"
"85","9608","78","85","78"
"85","9609","25","59","92"
"85","9610","0","0","0"
"85","4746","0","0","0"
"85","4747","0","11","5"
"85","4748","0","20","4"
"85","4749","0","0","0"
"85","4750","0","0","0"
"85","4751","0","128","153"
"86","12673","31","75","106"
"86","12674","0","0","0"
"86","12675","0","0","0"
"86","12676","10","42","67"
"86","12677","0","0","0"
"86","12678","31","32","63"
"86","10246","0","0","0"
"86","10247","0","113","113"
"86","10248","0","197","197"
"86","10249","0","178","178"
"86","10250","0","69","131"
"86","10251","0","107","85"
"87","11326","72","0","72"
"87","11327","12","20","19"
"87","11328","50","0","50"
"87","11329","0","0","0"
"87","11330","39","0","39"
"87","11331","50","77","190"
"87","11096","0","21","21"
"87","11097","0","89","115"
"87","11098","0","41","41"
"87","11099","0","122","244"
"87","11100","0","0","0"
"87","11101","0","195","195"
"88","10120","0","306","306"
"88","10121","16","7","23"
"88","10122","0","0","0"
"88","10123","0","0","0"
"88","10124","0","0","0"
"88","10125","0","0","0"
"88","7711","0","49","49"
"88","7712","0","52","52"
"88","7713","0","124","124"
"88","7714","0","372","409"
"88","7715","0","99","19"
"88","7716","0","57","85"
"89","11780","72","115","72"
"89","11781","0","0","0"
"89","11782","11","47","46"
"89","11783","9","14","23"
"89","11784","82","0","82"
"89","11785","144","0","144"
"89","4270","0","0","0"
"89","4271","0","0","0"
"89","4272","0","73","146"
"89","4273","0","87","17"
